fold,pr_auc,roc_auc,best_iteration,thr,f1,recall,bal_acc
1,0.6693257663792964,0.8442880170107689,8.0,,,,
2,0.6691683392783492,0.8505770286027847,8.0,,,,
3,0.7246516450383568,0.869524521850625,12.0,,,,
4,0.685280436752998,0.8513217224062399,13.0,,,,
5,0.6590045645757827,0.8375381985254837,10.0,,,,
OOF,0.6732053780771347,0.8482324767200974,,0.639,0.6073179932101094,0.6582174979558463,0.7639004592563405
