fold,pr_auc,roc_auc,best_iteration,thr,f1,recall,bal_acc
1,0.6673326393040144,0.8456684271897935,9.0,,,,
2,0.6792911227920518,0.8645097400370396,9.0,,,,
3,0.7226285224054266,0.8665370231862379,33.0,,,,
4,0.682205963388747,0.8483470456245324,21.0,,,,
5,0.6630342386330959,0.8304434234426754,32.0,,,,
OOF,0.6771792682531302,0.8461738594460955,,0.736,0.61019955654102,0.562551103843009,0.7452696905022036
