model,thr_val,val_pr_auc,val_roc_auc,val_precision,val_f1,val_recall,val_bal_acc,test_pr_auc,test_roc_auc,test_precision,test_f1,test_recall,test_bal_acc
ENS_REDUCED_SMOTENC_STACK,0.402,0.7004850930790464,0.8617724041452856,0.6899441340782123,0.6457516339869281,0.6068796068796068,0.7685998787693703,0.7155778532129755,0.8667974600177991,0.6648351648351648,0.6277561608300908,0.5945945945945946,0.7590047674793438
ENS_REDUCED_SMOTENC_SOFT,0.562,0.6985826556926243,0.8611199797640476,0.6728232189973615,0.648854961832061,0.6265356265356266,0.7743475370594015,0.7159912908961111,0.8666601886940869,0.6384615384615384,0.6248431618569636,0.6117936117936118,0.7616406853694989
ENS_REDUCED_SMOTENC_STACK,0.391,0.6967103094287437,0.8628304729999646,0.6929577464788732,0.6456692913385826,0.6044226044226044,0.7679991239313273,0.7086679281606992,0.8642263218534405,0.6539509536784741,0.6201550387596899,0.5896805896805897,0.7549783990461956
ENS_REDUCED_SMOTENC_SOFT,0.488,0.6932527718875239,0.8630433206704395,0.6631578947368421,0.6404066073697586,0.6191646191646192,0.7694065405929813,0.7063962571891518,0.8637913722659485,0.6349614395886889,0.6206030150753769,0.6068796068796068,0.7588698097172673
