feature,importance_gain
NumOfProducts_1,44.32421112060547
NumOfProducts_2,23.710426330566406
IsActiveMember_1,18.787282943725586
Gender_1,12.569677352905273
num__Age,12.196687698364258
num__Tenure,11.586219787597656
Geography_1,11.234488487243652
NumOfProducts_3,8.001102447509766
HasCrCard_1,6.897789478302002
num__Balance,6.228955268859863
num__EstimatedSalary,3.158277988433838
num__CreditScore,3.067671060562134
