model,thr_val,thr_oof,thr_used,val_pr_auc,val_roc_auc,val_precision,val_f1,val_recall,val_bal_acc,test_pr_auc,test_roc_auc,test_precision,test_f1,test_recall,test_bal_acc,best_iteration
LGBM_REDUCED_SMOTENC,0.41100000000000003,,0.41100000000000003,0.6750419401034188,0.8538291758630742,0.5876068376068376,0.6285714285714286,0.6756756756756757,0.7772603111586163,0.6864221542921649,0.8577082475387561,0.5805084745762712,0.6234357224118316,0.6732186732186732,0.7744624439539693,67
LGBM_REDUCED_SMOTENC,0.447,,0.447,0.6880474586286291,0.8568075008752974,0.6498740554156172,0.6417910447761194,0.6339066339066339,0.7733249428164682,0.7069322778697686,0.8632978124503548,0.6211031175059952,0.6286407766990292,0.6363636363636364,0.768589853335616,376
