model,thr_val,val_pr_auc,val_roc_auc,val_precision,val_f1,val_recall,val_bal_acc,test_pr_auc,test_roc_auc,test_precision,test_f1,test_recall,test_bal_acc,best_iteration
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
XGB_FULL_SMOTENC_TUNED,0.373,0.6982587963425562,0.8590531980362488,0.6162528216704289,0.6423529411764706,0.6707616707616708,0.7820223921918837,0.7054090021090597,0.8582758413266889,0.565677966101695,0.6075085324232082,0.6560196560196561,0.7636658229878569,1962
